model	error
{kolodkin2010_figure2b}_{kolodkin5}_0	Ok
{kolodkin2010_figure2b}_{kolodkin5}_1	Ok
{kolodkin2010_figure2b}_{kolodkin5}_2	Ok
{kolodkin2010_figure2b}_{kolodkin5}_3	Ok
{kolodkin2010_figure2b}_{kolodkin5}_4	Ok
{kolodkin2010_figure2b}_{kolodkin5}_5	Ok
{kolodkin2010_figure2b}_{kolodkin5}_0	Ok
{kolodkin2010_figure2b}_{kolodkin5}_1	Ok
{kolodkin2010_figure2b}_{kolodkin5}_2	Ok
{kolodkin2010_figure2b}_{kolodkin5}_3	Ok
{kolodkin2010_figure2b}_{kolodkin5}_4	Ok
{kolodkin2010_figure2b}_{kolodkin5}_5	Ok
{kolodkin2010_figure2b}_{kolodkin5}_0	Ok
{kolodkin2010_figure2b}_{kolodkin5}_1	Ok
{kolodkin2010_figure2b}_{kolodkin5}_2	Ok
{kolodkin2010_figure2b}_{kolodkin5}_3	Ok
{kolodkin2010_figure2b}_{kolodkin5}_4	Ok
{kolodkin2010_figure2b}_{kolodkin5}_5	Ok
{kouril2017_fig1a}_{model1_kouril4}_0	Ok
{kouril2017_fig1a}_{model1_kouril4}_1	Ok
{kouril2017_fig2b}_{model0_kouril5}_0	Ok
{kouril2017_fig3b}_{model0_kouril6}_0	Ok
{kouril2017_fig3b}_{model0_kouril6}_1	Ok
{kouril2017_fig3b}_{model0_kouril6}_2	Ok
{kouril2017_fig4b}_{model0_kouril7}_0	Ok
{kouril2017_fig4b}_{model0_kouril7}_1	Ok
{kouril2017_fig4b}_{model0_kouril7}_2	Ok
{kouril2017_fig4b}_{model0_kouril7}_3	Ok
{kouril2017_fig4c}_{model0_kouril8}_0	Ok
{kouril2017_fig4c}_{model0_kouril8}_1	Ok
{kouril2017_fig4c}_{model0_kouril8}_2	Ok
{kouril2017_fig4c}_{model0_kouril8}_3	Ok
{kouril2017_fig4c}_{model0_kouril8}_4	Ok
{kouril2017_fig4c}_{model0_kouril8}_5	Ok
{kowald2006_fig2-user}_{model0_kowald1}_0	Ok
{kowald2006_fig2-user}_{model0_kowald1}_1	Ok
{kowald2006_fig2-user}_{model0_kowald1}_2	Ok
{kowald2006_fig2-user}_{model0_kowald1}_3	Ok
{kowald2006_fig2-user}_{model0_kowald1}_4	Ok
{kowald2006_fig2-user}_{model0_kowald1}_5	Ok
{kowald2006_fig2-user}_{model0_kowald1}_6	Ok
{kowald2006_fig2-user}_{model0_kowald1}_7	Ok
{kowald2006_fig2-user}_{model0_kowald1}_8	Ok
{kowald2006_fig2-user}_{model0_kowald1}_9	Ok
{kowald2006_fig2-user}_{model0_kowald1}_10	Ok
{kowald2006_fig2-user}_{model0_kowald1}_11	Ok
{kowald2006_fig2-user}_{model0_kowald1}_12	Ok
{kowald2006_fig2-user}_{model0_kowald1}_13	Ok
{kowald2006_fig2-user}_{model0_kowald1}_14	Ok
{kowald2006_fig2-user}_{model0_kowald1}_15	Ok
{kowald2006_fig2-user}_{model0_kowald1}_16	Ok
{laub1998_fig3top-user}_{model0_laub1}_0	Ok
{laub1998_fig3top-user}_{model0_laub1}_1	Ok
{laub1998_fig3top-user}_{model0_laub1}_2	Ok
{laub1998_fig3top-user}_{model0_laub1}_3	Ok
{laub1998_fig3top-user}_{model0_laub1}_4	Ok
{laub1998_fig3top-user}_{model0_laub1}_5	Ok
{laub1998_fig3top-user}_{model0_laub1}_6	Ok
{laub1998_fig3top-user}_{model0_laub1}_7	Ok
{laub1998_fig3top-user}_{model0_laub1}_8	Ok
{laub1998_fig3top-user}_{model0_laub1}_9	Ok
{laub1998_fig3top-user}_{model0_laub1}_10	Ok
{laub1998_fig3top-user}_{model0_laub1}_11	Ok
{laub1998_fig3top-user}_{model0_laub1}_12	Ok
{laub1998_fig3top-user}_{model0_laub1}_13	Ok
{lebeda2008_fig1-user-2}_{model0_lebeda2}_0	Ok
{lebeda2008_fig1-user-2}_{model0_lebeda2}_1	Ok
{lebeda2008_fig1-user-2}_{model0_lebeda2}_2	Ok
{lee2010_fig3-user}_{model0_lee4}_0	Ok
{lee2010_fig3-user}_{model0_lee4}_1	Ok
{lee2010_fig3-user}_{model0_lee4}_2	Ok
{lee2010_fig3-user}_{model0_lee4}_3	Ok
{lee2010_fig3-user}_{model0_lee4}_4	Ok
{lee2010_fig3-user}_{model0_lee4}_5	Ok
{lee2010_fig3-user}_{model0_lee4}_6	Ok
{lee2010_fig3-user}_{model0_lee4}_7	Ok
{lee2010_fig3-user}_{model0_lee4}_8	Ok
{lee2010_fig3-user}_{model0_lee4}_9	Ok
{lee2010_fig3-user}_{model0_lee4}_10	Ok
{lee2010_fig3-user}_{model0_lee4}_11	Ok
{lee2010_fig3-user}_{model0_lee4}_12	Ok
{lee2010_fig3-user}_{model0_lee4}_13	Ok
{lee2010_fig3-user}_{model0_lee4}_14	Ok
{lee2010_fig3-user}_{model0_lee4}_15	Ok
{lee2010_figs6-user}_{model0_lee2}_0	Ok
{lee2010_figs6-user}_{model0_lee2}_1	Ok
{lee2010_figs6-user}_{model0_lee2}_2	Ok
{lee2010_figs6-user}_{model0_lee2}_3	Ok
{lee2010_figs6-user}_{model0_lee2}_4	Ok
{lee2010_figs6-user}_{model0_lee2}_5	Ok
{lee2010_figs6-user}_{model0_lee2}_6	Ok
{lee2010_figs6-user}_{model0_lee2}_7	Ok
{lee2010_figs9-user}_{model0_lee3}_0	Ok
{lee2010_figs9-user}_{model0_lee3}_1	Ok
{lee2010_figs9-user}_{model0_lee3}_2	Ok
{lee2010_figs9-user}_{model0_lee3}_3	Ok
{leloup1999_fig2a}_{leloup1_Fig2A}_0	Ok
{leloup1999_fig2a}_{leloup1_Fig2A}_1	Ok
{leloup1999_fig2a}_{leloup1_Fig2A}_2	Ok
{leloup1999_fig2a}_{leloup1_Fig2A}_3	Ok
{leloup1999_fig2a}_{leloup1_Fig2A}_4	Ok
{leloup1999_fig2a}_{leloup1_Fig2A}_5	Ok
{leloup1999_fig2a}_{leloup1_Fig2A}_6	Ok
{leloup1999_fig2a}_{leloup1_Fig2A}_7	Ok
{leloup1999_fig2a}_{leloup1_Fig2A}_8	Ok
{leloup1999_fig2a}_{leloup1_Fig2A}_9	Ok
{leloup1999_fig2a}_{leloup1_Fig2A}_10	Ok
{leloup1999_fig2a}_{leloup1_Fig2A}_11	Ok
{leloup1999_fig2a}_{leloup1_Fig2A}_12	unsupported operand type(s) for *: 'Mul' and 'ComplexField'
{leloup1999_fig2a}_{leloup1_Fig2A}_13	unsupported operand type(s) for *: 'Mul' and 'ComplexField'
{leloup1999_fig2a}_{leloup1_Fig2A}_14	unsupported operand type(s) for *: 'Mul' and 'ComplexField'
{leloup1999_fig2a}_{leloup1_Fig2A}_15	Ok
{leloup1999_fig2a}_{leloup1_Fig2A}_16	Ok
{leloup1999_fig2a}_{leloup1_Fig2A}_17	Ok
{leloup1999_fig2a}_{leloup1_Fig2A}_18	Ok
{leloup1999_fig2a}_{leloup1_Fig2A}_19	Ok
{leloup1999_fig2a}_{leloup1_Fig2A}_20	Ok
{leloup1999_fig2a}_{leloup1_Fig2A}_21	Ok
{leloup1999_fig2a}_{leloup1_Fig2A}_22	Ok
{leloup1999_fig2a}_{leloup1_Fig2A}_23	Ok
{leloup2003_fig2a}_{leloup2_Fig2A}_0	Ok
{leloup2003_fig2a}_{leloup2_Fig2A}_1	Ok
{leloup2003_fig2a}_{leloup2_Fig2A}_2	Ok
{leloup2003_fig2a}_{leloup2_Fig2A}_3	Ok
{leloup2003_fig2a}_{leloup2_Fig2A}_4	Ok
{leloup2003_fig2a}_{leloup2_Fig2A}_5	Ok
{leloup2003_fig2a}_{leloup2_Fig2A}_6	Ok
{leloup2003_fig2a}_{leloup2_Fig2A}_7	Ok
{leloup2003_fig2a}_{leloup2_Fig2A}_8	Ok
{leloup2003_fig2a}_{leloup2_Fig2A}_9	Ok
{leloup2003_fig2a}_{leloup2_Fig2A}_10	Ok
{leloup2003_fig2a}_{leloup2_Fig2A}_11	Ok
{leloup2003_fig2a}_{leloup2_Fig2A}_12	Ok
{leloup2003_fig2a}_{leloup2_Fig2A}_13	Ok
{leloup2003_fig2a}_{leloup2_Fig2A}_14	Ok
{leloup2003_fig2a}_{leloup2_Fig2A}_15	Ok
{leloup2003_fig2a}_{leloup2_Fig2A}_16	Ok
{leloup2003_fig2a}_{leloup2_Fig2A}_17	Ok
{leloup2003_fig2a}_{leloup2_Fig2A}_18	Ok
{leloup2003_fig2a}_{leloup2_Fig2A}_19	Ok
{leloup2003_fig2a}_{leloup2_Fig2A}_20	Ok
{leloup2003_fig2a}_{leloup2_Fig2A}_21	Ok
{leloup2003_fig2a}_{leloup2_Fig2A}_22	Ok
{leloup2003_fig2a}_{leloup2_Fig2A}_23	Ok
{leloup2003_fig2a}_{leloup2_Fig2A}_24	Ok
{leloup2003_fig2a}_{leloup2_Fig2A}_25	Ok
{leloup2003_fig2a}_{leloup2_Fig2A}_26	Ok
{leloup2003_fig2a}_{leloup2_Fig2A}_27	Ok
{leloup2003_fig2a}_{leloup2_Fig2A}_28	Ok
{leloup2003_fig2a}_{leloup2_Fig2A}_29	Ok
{leloup2003_fig2a}_{leloup2_Fig2A}_30	Ok
{leloup2003_fig2a}_{leloup2_Fig2A}_31	Ok
{leloup2003_fig2a}_{leloup2_Fig2A}_32	Ok
{leloup2003_fig2a}_{leloup2_Fig2A}_33	Ok
{leloup2003_fig2a}_{leloup2_Fig2A}_34	Ok
{leloup2003_fig2a}_{leloup2_Fig2A}_35	Ok
{leloup2003_fig2a}_{leloup2_Fig2A}_36	Ok
{leloup2003_fig2a}_{leloup2_Fig2A}_37	Ok
{leloup2003_fig2a}_{leloup2_Fig2A}_38	Ok
{leloup2003_fig2a}_{leloup2_Fig2A}_39	Ok
{leloup2003_fig2a}_{leloup2_Fig2A}_40	Ok
{leloup2003_fig2a}_{leloup2_Fig2A}_41	Ok
{leloup2003_fig2a}_{leloup2_Fig2A}_42	Ok
{leloup2003_fig2a}_{leloup2_Fig2A}_43	Ok
{leloup2003_fig2a}_{leloup2_Fig2A}_44	Ok
{leloup2003_fig2a}_{leloup2_Fig2A}_45	Ok
{leloup2003_fig2a}_{leloup2_Fig2A}_46	Ok
{leloup2003_fig2a}_{leloup2_Fig2A}_47	Ok
{levchenko2000_fig2-user}_{model5_levchenko2}_0	Ok
{levchenko2000_fig2-user}_{model5_levchenko2}_1	Ok
{levchenko2000_fig2-user}_{model5_levchenko2}_2	Ok
{levchenko2000_fig2-user}_{model5_levchenko2}_3	Ok
{levchenko2000_fig2-user}_{model5_levchenko2}_4	Ok
{levchenko2000_fig2-user}_{model5_levchenko2}_5	Ok
{levchenko2000_fig2-user}_{model5_levchenko2}_6	Ok
{levchenko2000_fig2-user}_{model5_levchenko2}_7	Ok
{levchenko2000_fig2-user}_{model5_levchenko2}_8	Ok
{levchenko2000_fig2-user}_{model5_levchenko2}_9	Ok
{levchenko2000_fig2-user}_{model5_levchenko2}_10	Ok
{levchenko2000_fig2-user}_{model5_levchenko2}_11	Ok
{levchenko2000_fig2-user}_{model5_levchenko2}_12	Ok
{levchenko2000_fig2-user}_{model5_levchenko2}_13	Ok
{levchenko2000_fig2-user}_{model5_levchenko2}_14	Ok
{levchenko2000_fig2-user}_{model5_levchenko2}_15	Ok
{levchenko2000_fig2-user}_{model5_levchenko2}_16	Ok
{levchenko2000_fig2-user}_{model5_levchenko2}_17	Ok
{levchenko2000_fig2-user}_{model5_levchenko2}_18	Ok
{levchenko2000_fig2-user}_{model5_levchenko2}_19	Ok
{levchenko2000_fig2-user}_{model5_levchenko2}_20	Ok
{levchenko2000_fig2-user}_{model5_levchenko2}_21	Ok
{levchenko2000_fig2-user}_{model5_levchenko2}_22	Ok
{levchenko2000_fig2-user}_{model5_levchenko2}_23	Ok
{levchenko2000_fig2-user}_{model5_levchenko2}_24	Ok
{levchenko2000_fig2-user}_{model5_levchenko2}_25	Ok
{levchenko2000_fig2-user}_{model5_levchenko2}_26	Ok
{levchenko2000_fig2-user}_{model5_levchenko2}_27	Ok
{levchenko2000_fig2-user}_{model5_levchenko2}_28	Ok
{levchenko2000_fig2-user}_{model5_levchenko2}_29	Ok
{levchenko2000_fig2-user}_{model5_levchenko2}_30	Ok
{levchenko2000_fig2-user}_{model5_levchenko2}_31	Ok
{levchenko2000_fig2-user}_{model5_levchenko2}_32	Ok
{levchenko2000_fig2-user}_{model5_levchenko2}_33	Ok
{levchenko2000_fig2-user}_{model5_levchenko2}_34	Ok
{levchenko2000_fig2-user}_{model5_levchenko2}_35	Ok
{levchenko2000_fig2-user}_{model5_levchenko2}_36	Ok
{levchenko2000_fig2-user}_{model5_levchenko2}_37	Ok
{levchenko2000_fig2-user}_{model5_levchenko2}_38	Ok
{levchenko2000_fig2-user}_{model5_levchenko2}_39	Ok
{levchenko2000_fig2-user}_{model5_levchenko2}_40	Ok
{levchenko2000_fig2-user}_{model5_levchenko2}_41	Ok
{levchenko2000_fig2-user}_{model5_levchenko2}_42	Ok
{levchenko2000_fig2-user}_{model5_levchenko2}_43	Ok
{levchenko2000_fig2-user}_{model5_levchenko2}_44	Ok
{levchenko2000_fig2-user}_{model5_levchenko2}_45	Ok
{levchenko2000_fig2-user}_{model5_levchenko2}_46	Ok
{levchenko2000_fig2-user}_{model5_levchenko2}_47	Ok
{levchenko2000_fig2-user}_{model5_levchenko2}_48	Ok
{levchenko2000_fig2-user}_{model5_levchenko2}_49	Ok
{levchenko2000_fig2-user}_{model5_levchenko2}_50	Ok
{levchenko2000_fig2-user}_{model5_levchenko2}_51	Ok
{levchenko2000_fig2-user}_{model5_levchenko2}_52	Ok
{levchenko2000_fig2-user}_{model5_levchenko2}_53	Ok
{levchenko2000_fig2-user}_{model6_levchenko1}_0	Ok
{levchenko2000_fig2-user}_{model6_levchenko1}_1	Ok
{levchenko2000_fig2-user}_{model6_levchenko1}_2	Ok
{levchenko2000_fig2-user}_{model6_levchenko1}_3	Ok
{levchenko2000_fig2-user}_{model6_levchenko1}_4	Ok
{levchenko2000_fig2-user}_{model6_levchenko1}_5	Ok
{levchenko2000_fig2-user}_{model6_levchenko1}_6	Ok
{levchenko2000_fig2-user}_{model6_levchenko1}_7	Ok
{levchenko2000_fig2-user}_{model6_levchenko1}_8	Ok
{levchenko2000_fig2-user}_{model6_levchenko1}_9	Ok
{levchenko2000_fig2-user}_{model6_levchenko1}_10	Ok
{levchenko2000_fig2-user}_{model6_levchenko1}_11	Ok
{levchenko2000_fig2-user}_{model6_levchenko1}_12	Ok
{levchenko2000_fig2-user}_{model6_levchenko1}_13	Ok
{levchenko2000_fig2-user}_{model6_levchenko1}_14	Ok
{levchenko2000_fig2-user}_{model6_levchenko1}_15	Ok
{levchenko2000_fig2-user}_{model6_levchenko1}_16	Ok
{levchenko2000_fig2-user}_{model6_levchenko1}_17	Ok
{levchenko2000_fig2-user}_{model6_levchenko1}_18	Ok
{levchenko2000_fig2-user}_{model6_levchenko1}_19	Ok
{levchenko2000_fig2-user}_{model6_levchenko1}_20	Ok
{levchenko2000_fig2-user}_{model6_levchenko1}_21	Ok
{levchenko2000_fig2-user}_{model6_levchenko1}_22	Ok
{levchenko2000_fig2-user}_{model6_levchenko1}_23	Ok
{levchenko2000_fig2-user}_{model6_levchenko1}_24	Ok
{levchenko2000_fig2-user}_{model6_levchenko1}_25	Ok
{levchenko2000_fig2-user}_{model6_levchenko1}_26	Ok
{levchenko2000_fig2-user}_{model6_levchenko1}_27	Ok
{levchenko2000_fig2-user}_{model6_levchenko1}_28	Ok
{levchenko2000_fig2-user}_{model6_levchenko1}_29	Ok
{levering2012_fig2-user}_{model0_levering1}_0	Ok
{levering2012_fig2-user}_{model0_levering1}_1	Ok
{levering2012_fig2-user}_{model0_levering1}_2	Ok
{levering2012_fig2-user}_{model0_levering1}_3	Ok
{levering2012_fig2-user}_{model0_levering1}_4	Ok
{levering2012_fig2-user}_{model0_levering1}_5	Ok
{levering2012_fig2-user}_{model0_levering1}_6	Ok
{levering2012_fig2-user}_{model0_levering1}_7	Ok
{levering2012_fig2-user}_{model0_levering1}_8	Ok
{levering2012_fig2-user}_{model0_levering1}_9	Ok
{levering2012_fig2-user}_{model0_levering1}_10	Ok
{levering2012_fig5-user}_{model0_levering2}_0	Ok
{levering2012_fig5-user}_{model0_levering2}_1	Ok
{levering2012_fig5-user}_{model0_levering2}_2	Ok
{levering2012_fig5-user}_{model0_levering2}_3	Ok
{levering2012_fig5-user}_{model0_levering2}_4	Ok
{levering2012_fig5-user}_{model0_levering2}_5	Ok
{levering2012_fig5-user}_{model0_levering2}_6	Ok
{levering2012_fig5-user}_{model0_levering2}_7	Ok
{levering2012_fig5-user}_{model0_levering2}_8	Ok
{levering2012_fig5-user}_{model0_levering2}_9	Ok
{levering2012_fig5-user}_{model0_levering2}_10	Ok
{levering2012_fig5-user}_{model0_levering2}_11	Ok
{levering2012_fig5-user}_{model0_levering2}_12	Ok
{levering2012_fig5-user}_{model0_levering2}_13	Ok
{levering2012_fig5-user}_{model0_levering2}_14	Ok
{levering2012_fig5-user}_{model0_levering2}_15	Ok
{levering2012_fig5-user}_{model0_levering2}_16	Ok
{levering2012_fig5-user}_{model0_levering2}_17	Ok
{levering2012_fig5-user}_{model0_levering2}_18	Ok
{levering2012_fig5-user}_{model0_levering2}_19	Ok
{levering2012_fig5-user}_{model0_levering2}_20	Ok
{liu2011_fig5a-user}_{model0_liu2}_0	Ok
{liu2011_fig5a-user}_{model0_liu2}_1	Ok
{liu2011_fig5a-user}_{model0_liu2}_2	Ok
{liu2011_fig5a-user}_{model0_liu2}_3	Ok
{liu2011_fig5a-user}_{model0_liu2}_4	Ok
{liu2011_fig5a-user}_{model0_liu2}_5	Ok
{liu2011_fig5a-user}_{model0_liu2}_6	Ok
{liu2011_fig5a-user}_{model0_liu2}_7	Ok
{liu2011_fig5a-user}_{model0_liu2}_8	Ok
{liu2011_fig5a-user}_{model0_liu2}_9	Ok
{liu2011_fig5a-user}_{model0_liu2}_10	Ok
{liu2011_fig5a-user}_{model0_liu2}_11	Ok
{liu2011_fig5a-user}_{model0_liu2}_12	Ok
{liu2011_fig5a-user}_{model0_liu2}_13	Ok
{liu2011_fig5a-user}_{model0_liu2}_14	Ok
{liu2011_fig5a-user}_{model0_liu2}_15	Ok
{liu2011_fig5a-user}_{model0_liu2}_16	Ok
{liu2011_fig5a-user}_{model0_liu2}_17	Ok
{liu2011_fig5a-user}_{model0_liu2}_18	Ok
{liu2011_fig5a-user}_{model0_liu2}_19	Ok
{liu2011_fig5a-user}_{model0_liu2}_20	Ok
{liu2011_fig5a-user}_{model0_liu2}_21	Ok
{liu2011_fig5a-user}_{model0_liu2}_22	Ok
{liu2011_fig5a-user}_{model0_liu2}_23	Ok
{liu2011_fig5a-user}_{model0_liu2}_24	Ok
{liu2011_fig5a-user}_{model0_liu2}_25	Ok
{liu2011_fig5a-user}_{model0_liu2}_26	Ok
{liu2011_fig5a-user}_{model0_liu2}_27	Ok
{liu2011_fig5a-user}_{model0_liu2}_28	Ok
{liu2011_fig5a-user}_{model0_liu2}_29	Ok
{liu2011_fig5a-user}_{model0_liu2}_30	Ok
{liu2011_fig5a-user}_{model0_liu2}_31	Ok
{liu2011_fig5a-user}_{model0_liu2}_32	Ok
{liu2011_fig5a-user}_{model0_liu2}_33	Ok
{liu2011_fig5a-user}_{model0_liu2}_34	Ok
{liu2011_fig5a-user}_{model0_liu2}_35	Ok
{liu2011_fig5a-user}_{model0_liu2}_36	Ok
{liu2011_fig5a-user}_{model0_liu2}_37	Ok
{liu2011_fig5a-user}_{model0_liu2}_38	Ok
{liu2011_fig5a-user}_{model0_liu2}_39	Ok
{liu2011_fig5a-user}_{model0_liu2}_40	Ok
{liu2011_fig5a-user}_{model0_liu2}_41	Ok
{liu2011_fig5a-user}_{model0_liu2}_42	Ok
{liu2011_fig5a-user}_{model0_liu2}_43	Ok
{liu2011_fig5a-user}_{model0_liu2}_44	Ok
{lou2009_fig2-user}_{lou1}_0	Ok
{lou2009_fig2-user}_{lou1}_1	Ok
{lou2009_fig2-user}_{lou1}_2	Ok
{lou2009_fig2-user}_{lou1}_3	Ok
{lou2009_fig2-user}_{lou1}_4	Ok
{lou2009_fig2-user}_{lou1}_5	Ok
{lou2009_fig2-user}_{lou1}_6	Ok
{lou2009_fig2-user}_{lou1}_7	Ok
{lou2009_fig2-user}_{lou1}_8	Ok
{lou2009_fig2-user}_{lou1}_9	Ok
{lou2009_fig2-user}_{lou1}_10	Ok
{lou2009_fig2-user}_{lou1}_11	Ok
{ma2002_fig2-user}_{model0_ma}_0	Ok
{ma2002_fig2-user}_{model0_ma}_1	Ok
{ma2002_fig2-user}_{model0_ma}_2	Ok
{ma2002_fig2-user}_{model0_ma}_3	Ok
{ma2002_fig2-user}_{model0_ma}_4	Ok
{ma2002_fig2-user}_{model0_ma}_5	Ok
{ma2002_fig2-user}_{model0_ma}_6	Ok
{ma2002_fig2-user}_{model0_ma}_7	Ok
{ma2002_fig2-user}_{model0_ma}_8	Ok
{ma2002_fig2-user}_{model0_ma}_9	Ok
{ma2002_fig2-user}_{model0_ma}_10	Ok
{ma2002_fig2-user}_{model0_ma}_11	Ok
{ma2002_fig2-user}_{model0_ma}_12	Ok
{ma2002_fig2-user}_{model0_ma}_13	Ok
{marhl2000_fig2-user}_{model0_marhl}_0	Ok
{marhl2000_fig2-user}_{model0_marhl}_1	Ok
{marhl2000_fig2-user}_{model0_marhl}_2	Ok
{marhl2000_fig2-user}_{model0_marhl}_3	Ok
{marhl2000_fig2-user}_{model0_marhl}_4	Ok
{marhl2000_fig2-user}_{model0_marhl}_5	Ok
{marhl2000_fig2-user}_{model0_marhl}_6	Ok
{martins2003_fig6-user}_{model0_martins1}_0	Ok
{martins2003_fig6-user}_{model0_martins1}_1	unsupported operand type(s) for *: 'Symbol' and 'function'
{martins2003_fig6-user}_{model0_martins1}_2	unsupported operand type(s) for *: 'Symbol' and 'function'
{martins2003_fig6-user}_{model0_martins1}_3	Ok
{martins2003_fig6-user}_{model0_martins1}_4	Ok
{martins2003_fig6-user}_{model0_martins1}_5	Ok
{martins2003_fig6-user}_{model0_martins1}_6	Ok
{martins2003_fig6-user}_{model0_martins1}_7	Ok
{martins2003_fig6-user}_{model0_martins1}_8	Ok
{martins2003_fig6-user}_{model0_martins1}_9	Ok
{martins2003_fig6-user}_{model0_martins1}_10	unsupported operand type(s) for *: 'Symbol' and 'function'
{martins2003_fig6-user}_{model0_martins1}_11	Ok
{martins2003_fig6-user}_{model0_martins1}_12	Ok
{martins2003_fig6-user}_{model0_martins1}_13	Ok
{martins2003_fig6-user}_{model0_martins1}_14	Ok
{martins2003_fig6-user}_{model0_martins1}_15	Ok
{marwan2003_fig5b-user}_{model0_BIOMD0000000037}_0	Ok
{marwan2003_fig5b-user}_{model0_BIOMD0000000037}_1	Ok
{marwan2003_fig5b-user}_{model0_BIOMD0000000037}_2	Ok
{marwan2003_fig5b-user}_{model0_BIOMD0000000037}_3	Ok
{marwan2003_fig5b-user}_{model0_BIOMD0000000037}_4	unsupported operand type(s) for *: 'Symbol' and 'SingletonRegistry'
{marwan2003_fig5b-user}_{model0_BIOMD0000000037}_5	Ok
{marwan2003_fig5b-user}_{model0_BIOMD0000000037}_6	Ok
{marwan2003_fig5b-user}_{model0_BIOMD0000000037}_7	Ok
{marwan2003_fig5b-user}_{model0_BIOMD0000000037}_8	Ok
{marwan2003_fig5b-user}_{model0_BIOMD0000000037}_9	Ok
{marwan2003_fig5b-user}_{model0_BIOMD0000000037}_10	unsupported operand type(s) for ** or pow(): 'SingletonRegistry' and 'Integer'
{marwan2003_fig5b-user}_{model0_BIOMD0000000037}_11	Ok
{mcauley2012_fig1b-user}_{model0_mcauley1}_0	Ok
{mcauley2012_fig1b-user}_{model0_mcauley1}_1	Ok
{mcauley2012_fig1b-user}_{model0_mcauley1}_2	Ok
{mcauley2012_fig1b-user}_{model0_mcauley1}_3	Ok
{mcauley2012_fig1b-user}_{model0_mcauley1}_4	Ok
{mcauley2012_fig1b-user}_{model0_mcauley1}_5	Ok
{mcauley2012_fig1b-user}_{model0_mcauley1}_6	Ok
{mcauley2012_fig1b-user}_{model0_mcauley1}_7	Ok
{mcauley2012_fig1b-user}_{model0_mcauley1}_8	Ok
{mcauley2012_fig1b-user}_{model0_mcauley1}_9	Ok
{mcauley2012_fig1b-user}_{model0_mcauley1}_10	Ok
{mcauley2012_fig1b-user}_{model0_mcauley1}_11	Ok
{mcauley2012_fig1b-user}_{model0_mcauley1}_12	Ok
{mcauley2012_fig1b-user}_{model0_mcauley1}_13	Ok
{mcauley2012_fig1b-user}_{model0_mcauley1}_14	Ok
{mcauley2012_fig1b-user}_{model0_mcauley1}_15	Ok
{mcauley2012_fig1b-user}_{model0_mcauley1}_16	Ok
{mcauley2012_fig1b-user}_{model0_mcauley1}_17	Ok
{mcauley2012_fig1b-user}_{model0_mcauley1}_18	Ok
{mcauley2012_fig1b-user}_{model0_mcauley1}_19	Ok
{mcauley2012_fig1b-user}_{model0_mcauley1}_20	Ok
{mcauley2012_fig1b-user}_{model0_mcauley1}_21	Ok
{mcauley2012_fig1b-user}_{model0_mcauley1}_22	Ok
{mcauley2012_fig1b-user}_{model0_mcauley1}_23	Ok
{mcauley2012_fig1b-user}_{model0_mcauley1}_24	Ok
{mcauley2012_fig1b-user}_{model0_mcauley1}_25	Ok
{mcauley2012_fig1b-user}_{model0_mcauley1}_26	Ok
{mcauley2012_fig1b-user}_{model0_mcauley1}_27	Ok
{mcauley2012_fig1b-user}_{model0_mcauley1}_28	Ok
{mcauley2012_fig1b-user}_{model0_mcauley1}_29	Ok
{mcauley2012_fig1b-user}_{model0_mcauley1}_30	Ok
{mcauley2012_fig1b-user}_{model0_mcauley1}_31	Ok
{mcauley2012_fig1b-user}_{model0_mcauley1}_32	Ok
{mcauley2012_fig1b-user}_{model0_mcauley1}_33	Ok
{mcauley2012_fig1b-user}_{model0_mcauley1}_34	Ok
{mellor2012_fig3a-user}_{model0_mellor1}_0	Ok
{mellor2012_fig3a-user}_{model0_mellor1}_1	Ok
{mellor2012_fig3a-user}_{model0_mellor1}_2	Ok
{mellor2012_fig3a-user}_{model0_mellor1}_3	Ok
{mellor2012_fig3a-user}_{model0_mellor1}_4	Ok
{miao2008_fig1}_{model0_miao2008}_0	Ok
{miao2008_fig1}_{model0_miao2008}_1	Ok
{miao2008_fig1}_{model0_miao2008}_2	Ok
{miao2008_fig1}_{model0_miao2008}_3	Ok
{miao2008_fig1}_{model0_miao2008}_4	Ok
{miao2008_fig1}_{model0_miao2008}_5	Ok
{miao2008_fig1}_{model0_miao2008}_6	Ok
{miao2008_fig1}_{model0_miao2008}_7	Ok
{miao2008_fig1}_{model0_miao2008}_8	Ok
{montanez2008_fig3a-user}_{model0_montanez1}_0	Ok
{montanez2008_fig3a-user}_{model0_montanez1}_1	Ok
{montanez2008_fig3a-user}_{model0_montanez1}_2	Ok
{montanez2008_fig3a-user}_{model0_montanez1}_3	Ok
{montanez2008_fig3a-user}_{model0_montanez1}_4	Ok
{moriya2011_fig7c-user}_{model0_moriya1}_0	Ok
{moriya2011_fig7c-user}_{model0_moriya1}_1	Ok
{moriya2011_fig7c-user}_{model0_moriya1}_2	Ok
{moriya2011_fig7c-user}_{model0_moriya1}_3	Ok
{moriya2011_fig7c-user}_{model0_moriya1}_4	Ok
{moriya2011_fig7c-user}_{model0_moriya1}_5	Ok
{moriya2011_fig7c-user}_{model0_moriya1}_6	Ok
{moriya2011_fig7c-user}_{model0_moriya1}_7	Ok
{moriya2011_fig7c-user}_{model0_moriya1}_8	as_base_exp() missing 1 required positional argument: 'self'
